课程代码,课程名称,开课院系,课程性质,课程类别,学分,教师信息
B3I102230,临床医学基础与医学伦理,生物与医学工程学院,必修,核心专业类,2.0,孙联文+黄  艳+汲  婧
B3I102290,人体工效学导论,生物与医学工程学院,必修,核心专业类,1.0,丁  立+柳忠起+周前祥
B3I121920,英美经典要义II,外国语学院,必修,核心专业类,2.0,徐  涛
B3I121940,中西交流概要II,外国语学院,必修,核心专业类,2.0,钱多秀
B3I121960,国际时事II,外国语学院,必修,核心专业类,2.0,Franny Solnic+Jonathan Borock
B2F050170,飞行器安全性与可靠性,航空科学与工程学院,必修,核心通识类,1.0,傅惠民
B2F050340,固体力学科研训练,航空科学与工程学院,必修,核心通识类,1.0,郭早阳
B2F100120,走近月宫一号,生物与医学工程学院,必修,核心通识类,1.0,刘  红
B2F110150,西方音乐史与名曲鉴赏,人文社会科学学院,必修,核心通识类,2.0,李爱华
B2F110240,动作语言分析与训练,人文社会科学学院,必修,核心通识类,2.0,井志伟+王 淼
B2F120210,语义学,外国语学院,必修,核心通识类,2.0,王洪磊
B2F130150,仿生交通导论,交通科学与工程学院,必修,核心通识类,2.0,田大新
B2F130190,道路与机场工程导论,交通科学与工程学院,必修,核心通识类,2.0,李  峰
B2F170140,谐振式传感器,仪器科学与光电工程学院,必修,核心通识类,2.0,樊尚春
B2F200150,证据法学,法学院,必修,核心通识类,2.0,初殿清
B2F200230,建设工程法,法学院,必修,核心通识类,2.0,王天凡+龙卫球
B2F241020,工业系统中的科学技术与实践一：智能机器人,中法工程师学院,必修,核心通识类,1.0,马纪明
B2F241030,工业系统中的科学技术与实践二：机械机构建模,中法工程师学院,必修,核心通识类,1.0,马纪明+张  瑾
B2F241040,工业系统中的科学技术与实践四：多旋翼无人机,中法工程师学院,必修,核心通识类,1.0,马纪明+韩  亮
B2F270130,光电高分子材料与应用,化学学院,必修,核心通识类,2.0,霍利军
B2F290280,名师研讨课 法律与社会,人文与社会科学高等研究院,必修,核心通识类,1.0,李亚梅
B2F020110,信息安全导论,电子信息工程学院,必修,核心通识类,1.0,刘建伟+伍前红+张宗洋
B2F020150,太空千里眼--空天遥感成像及其信息处理,电子信息工程学院,必修,核心通识类,1.0,王  俊+孙进平+许小剑
B2F020160,密码的奥秘,电子信息工程学院,必修,核心通识类,1.0,刘建伟+关振宇
B2F020170,电磁能量和电磁干扰,电子信息工程学院,必修,核心通识类,1.0,谢树果
B2F020180,指南者—定位导航技术,电子信息工程学院,必修,核心通识类,1.0,秦红磊+金  天
B2F020190,电子与电磁波的物理世界,电子信息工程学院,必修,核心通识类,1.0,阮存军
B2F020210,走进光电信息世界,电子信息工程学院,必修,核心通识类,1.0,郑  铮+万育航+刘建胜+郑  铮+万育航
B2F020220,走进自旋电子世界,电子信息工程学院,必修,核心通识类,1.0,张  悦+张有光+赵巍胜+张  悦+林晓阳+聂天晓
B2F020230,飞机神经中枢漫游,电子信息工程学院,必修,核心通识类,1.0,熊华钢+李  峭+王  彤+何  锋
B2F020240,隐身漫谈,电子信息工程学院,必修,核心通识类,1.0,武建华+李志平+王正鹏
B2F020250,走进无线互联与移动大数据,电子信息工程学院,必修,核心通识类,1.0,杨晨阳+韩圣千+刘婷婷
B2F020260,感知我们的地球,电子信息工程学院,必修,核心通识类,1.0,陈  杰+徐华平+于  泽+王鹏波+陈  杰+徐华平+王鹏波+孙  兵
B2F020390,电子信息工程导论,电子信息工程学院,必修,核心通识类,1.5,王祖林+张有光+赵巍胜
B2F030110,从弦弧近似到微积分,自动化科学与电气工程学院,必修,核心通识类,1.0,李运华+杨丽曼
B2F030120,系统控制前沿,自动化科学与电气工程学院,必修,核心通识类,1.0,贾英民+贾英民+李文玲
B2F030130,走进机器人世界,自动化科学与电气工程学院,必修,核心通识类,1.0,王少萍
B2F030140,自动化检测前沿与实践,自动化科学与电气工程学院,必修,核心通识类,1.0,袁海文
B2F030150,电机驱动与机器人,自动化科学与电气工程学院,必修,核心通识类,1.0,严  亮+严  亮+彭娟娟
B2F030160,仿生智能与无人机,自动化科学与电气工程学院,必修,核心通识类,1.0,段海滨+吴  江+段海滨+邓亦敏
B2F040120,燃烧室设计难点及前沿问题研讨,能源与动力工程学院,必修,核心通识类,1.0,黄  勇
B2F050180,载人航天史话与生命保障技术导论,航空科学与工程学院,必修,核心通识类,1.0,李运泽
B2F070120,中外艺术设计简史,机械工程及自动化学院,必修,核心通识类,2.0,王  鑫
B2F070160,机械之美,机械工程及自动化学院,必修,核心通识类,1.0,付永领+张德远+王田苗+李东升+丁希仑+王春洁+段桂江+李刘合+王田苗+李东升+丁希仑+王春洁+段桂江+李刘合+陈华伟+齐海涛
B2F110110,大学语文,人文社会科学学院,必修,核心通识类,2.0,石天强+于淑静+王维燕
B2F110130,音乐作品分析与欣赏,人文社会科学学院,必修,核心通识类,2.0,苏丹娜
B2F110140,舞蹈之美,人文社会科学学院,必修,核心通识类,2.0,井志伟+曾  乔
B2F110170,合唱与指挥,人文社会科学学院,必修,核心通识类,2.0,李爱华
B2F110190,美学基础,人文社会科学学院,必修,核心通识类,2.0,石天强
B2F110220,廉洁领导与管理,人文社会科学学院,必修,核心通识类,2.0,任建明
B2F110230,哲学问题导论,人文社会科学学院,必修,核心通识类,2.0,王  娜
B2F110250,科技哲学经典问题,人文社会科学学院,必修,核心通识类,2.0,王  妍
B2F110260,合唱与声乐艺术,人文社会科学学院,必修,核心通识类,2.0,苏丹娜
B2F120130,英语批判阅读与写作,外国语学院,必修,核心通识类,2.0,张晓君
B2F120150,英语演讲,外国语学院,必修,核心通识类,2.0,胥国红
B2F140110,失败的逻辑——你为什么失败,可靠性与系统工程学院,必修,核心通识类,2.0,潘  星
B2F140120,可靠de工程素养,可靠性与系统工程学院,必修,核心通识类,1.0,章文晋
B2F140130,确信飞机去哪了,可靠性与系统工程学院,必修,核心通识类,1.0,赵廷弟
B2F140140,质量与可靠性专业生态圈,可靠性与系统工程学院,必修,核心通识类,1.0,康  锐
B2F171120,仪器科学与科技文明,仪器科学与光电工程学院,必修,核心通识类,2.0,钱  政
B2F190110,趣味物理研讨课,物理科学与核能工程学院,必修,核心通识类,2.0,张国锋
B2F200180,影像中的司法与正义,法学院,必修,核心通识类,1.0,初殿清
B2F260120,中国美术史,新媒体艺术与设计学院,必修,核心通识类,2.0,宫万琳+叶  强+李  佳
B2F260130,西方美术与观念,新媒体艺术与设计学院,必修,核心通识类,2.0,张  晨+王  薇+王  成
B2F260170,文化衫设计与制作,新媒体艺术与设计学院,必修,核心通识类,2.0,宋泽惠+王  丹
B2F270110,环境与可持续发展,空间与环境学院,必修,核心通识类,2.0,范文宏
B2F280120,老庄哲学与人生智慧,马克思主义学院,必修,核心通识类,2.0,李富君
B2F280130,人生哲学,马克思主义学院,必修,核心通识类,2.0,郁树廷
B2F280160,哲学思维与应用,马克思主义学院,必修,核心通识类,2.0,谭裘麒+万林艳+赵义良+王  娜+谭裘麒+万林艳+王  娜+王江伟
B2F280170,古今茶文化,马克思主义学院,必修,核心通识类,2.0,田  真
B2F290140,亚当·斯密与《国富论》,人文与社会科学高等研究院,必修,核心通识类,2.0,康子兴
B2F290160,诗歌与中国文化,人文与社会科学高等研究院,必修,核心通识类,2.0,罗  旻
B2F290190,博弈与社会,人文与社会科学高等研究院,必修,核心通识类,2.0,段  颀
B2F290320,联邦党人文集与美国立宪辨析,人文与社会科学高等研究院,必修,核心通识类,2.0,田飞龙
B2F293480,中西哲学与文化比较,人文与社会科学高等研究院,必修,核心通识类,2.0,张耀南
B2F300130,空间科学导论,空间与环境学院,必修,核心通识类,1.0,刘文龙
B2F020270,雷达技术经典文献赏析,电子信息工程学院,必修,核心通识类,2.0,徐华平
B2F020280,微波成像技术前沿,电子信息工程学院,必修,核心通识类,1.0,陈  杰+王鹏波+孙  兵
B2F020290,信息前沿理论,电子信息工程学院,必修,核心通识类,1.0,黄  勤
B2F020310,自旋电子科技前沿,电子信息工程学院,必修,核心通识类,1.0,赵巍胜
B2F020320,万物互联——无线网络的前世今生,电子信息工程学院,必修,核心通识类,1.0,杨晨阳+韩圣千+刘婷婷
B2F020340,微波技术在你身边,电子信息工程学院,必修,核心通识类,1.0,苗俊刚+王正鹏
B2F020361,Scalable Similarity Search,电子信息工程学院,必修,核心通识类,1.0,孙小倩+Sebastian Wandelt
B2F020370,创业创新理论和实践,电子信息工程学院,必修,核心通识类,1.0,杨  晖
B2F020380,数字电视设计原理,电子信息工程学院,必修,核心通识类,2.0,张晓林+杨昕欣+张晓林+周  强+杨昕欣
B2F020410,高级信号处理前沿探讨,电子信息工程学院,必修,核心通识类,1.0,王向荣
B2F020420,电磁兼容技术前沿,电子信息工程学院,必修,核心通识类,1.0,戴  飞
B2F020430,光电子技术前沿——专业研讨课,电子信息工程学院,必修,核心通识类,1.0,郑  铮+万育航+赵  欣
B2F020440,高性能处理及其应用,电子信息工程学院,必修,核心通识类,1.0,王  俊
B2F020450,北斗高性能导航与应用,电子信息工程学院,必修,核心通识类,1.0,王志鹏+施  闯
B2F020460,未来协同空管新技术专业研讨课,电子信息工程学院,必修,核心通识类,1.0,蔡开泉
B2F020470,智能处理器,电子信息工程学院,必修,核心通识类,1.0,欧阳鹏+杨建磊+欧阳鹏
B2F020480,现代电子系统架构及设计方法,电子信息工程学院,必修,核心通识类,1.0,杨  晖+赵  岭
B2F020490,太赫兹科学技术前沿与应用,电子信息工程学院,必修,核心通识类,1.0,阮存军+吴晓君
B2F020510,实时通信技术 ,电子信息工程学院,必修,核心通识类,1.0,何  锋
B2F040140,高等两相湍流燃烧学,能源与动力工程学院,必修,核心通识类,1.0,王  方
B2F040160,吸气式发动机燃烧技术,能源与动力工程学院,必修,核心通识类,1.0,张  弛
B2F040250,系统工程研制方法,能源与动力工程学院,必修,核心通识类,1.0,陈志英+胡殿印+陈志英
B2F040310,叶轮机非定常流动导论,能源与动力工程学院,必修,核心通识类,1.0,孙晓峰+孙大坤
B2F040320,航空发动机安全性与适航,能源与动力工程学院,必修,核心通识类,1.0,丁水汀+刘传凯+李  果+邱  天
B2F050280,思想决定学术生涯的成败,航空科学与工程学院,必修,核心通识类,1.0,刘  波
B2F050330,动物运动的弹性机制,航空科学与工程学院,必修,核心通识类,1.0,杨嘉陵
B2F050350,飞机-发动机连接部件多专业设计,航空科学与工程学院,必修,核心通识类,1.0,熊跃熙
B2F080130,创新创业方法论——基于案例与实践,经济管理学院,必修,核心通识类,2.0,周  宁+韩小汀+曹  明+贾子超+周  宁+韩小汀+曹  明+邓  路
B2F100130,科技与产业（名师研讨课）,生物与医学工程学院,必修,核心通识类,1.0,郑诚功
B2F110160,中国现代文学三十年,人文社会科学学院,必修,核心通识类,2.0,于淑静
B2F110340,舞蹈艺术表演实践,人文社会科学学院,必修,核心通识类,2.0,井志伟+黄婷婷
B2F140190,复杂网络理论及应用,可靠性与系统工程学院,必修,核心通识类,1.0,李大庆
B2F080110,经济管理,经济管理学院,必修,核心通识类,2.0,单  伟+李亚帅+刘天亮+罗开平+张人千+贾国柱+王玉灵+张  楚+罗开平+杨  敏+吴春林
B2F020350,复杂网络前沿探讨,电子信息工程学院,必修,核心通识类,1.0,孙小倩+Sebastian Wandelt
B2F040110,我国航空发动机研发的关键制约因素研讨,能源与动力工程学院,必修,核心通识类,1.0,黄  勇
B2F040170,发动机研制概论,能源与动力工程学院,必修,核心通识类,1.0,陈志英+陆利蓬
B2F040180,科学实验方法,能源与动力工程学院,必修,核心通识类,1.0,于金龙+柳阳威+孙大坤
B2F040270,航空发动机典型故障与设计关系,能源与动力工程学院,必修,核心通识类,1.0,申秀丽
B2F040280,航空发动机试验测试导论,能源与动力工程学院,必修,核心通识类,1.0,马宏伟
B2F040290,无人机动力,能源与动力工程学院,必修,核心通识类,1.0,闫晓军
B2F050390,航空科学大观,航空科学与工程学院,必修,核心通识类,1.0,李  敏
B2F080150,经济与管理前沿导论,经济管理学院,必修,核心通识类,1.0,贾素玲+刘志新+任若恩+韩立岩+贾国柱+吴俊杰+欧阳桃花+范  英+刘志新+黄海军+韩立岩+贾国柱+赵尚梅+吴俊杰+欧阳桃花+范  英
B2F120120,英国社会与文化 （英语授课）,外国语学院,必修,核心通识类,2.0,宫海荣
B2F120170,文学与人生,外国语学院,必修,核心通识类,2.0,宋  敏
B2F120250,德国概况（汉语授课）,外国语学院,必修,核心通识类,2.0,贺  克
B2F140150,可靠性物理,可靠性与系统工程学院,必修,核心通识类,2.0,陈云霞
B2F140160,状态感知：自然-人-机器,可靠性与系统工程学院,必修,核心通识类,1.0,吕  琛
B2F140170,可靠性工程概论,可靠性与系统工程学院,必修,核心通识类,1.0,康  锐
B2F140180,上帝掷骰子吗？漫谈网络可靠性分析与预测,可靠性与系统工程学院,必修,核心通识类,1.0,黄  宁
B2F170150,仪器科学概览,仪器科学与光电工程学院,必修,核心通识类,1.0,钱  政
B2F170160,先进导航系统概论,仪器科学与光电工程学院,必修,核心通识类,2.0,李建利+李建利+全  伟
B2F170510,创新工程实践,仪器科学与光电工程学院,必修,核心通识类,2.0,冯丽爽+胡姝玲
B2F171130,激光雷达--从探索到成像,仪器科学与光电工程学院,必修,核心通识类,1.0,徐立军+李小路
B2F171140,感知与重构三维世界,仪器科学与光电工程学院,必修,核心通识类,1.0,魏振忠
B2F171210,北斗照我前行,仪器科学与光电工程学院,必修,核心通识类,1.0,吴发林+赵  剡+吴发林
B2F171220,视觉感知与导航,仪器科学与光电工程学院,必修,核心通识类,1.0,许  东+张  勇+许  东
B2F171230,光电传感器,仪器科学与光电工程学院,必修,核心通识类,1.0,张春熹+张春熹+王夏霄+冯  迪+刘  杨
B2F171240,空天探测导论,仪器科学与光电工程学院,必修,核心通识类,1.0,刘  杨
B2F171250,神奇的量子仪器,仪器科学与光电工程学院,必修,核心通识类,1.0,袁  珩
B2F171310,微纳传感与探测,仪器科学与光电工程学院,必修,核心通识类,1.0,冯丽爽+冯丽爽+李立京+周  震+孙鸣捷
B2F171320,空间光电及量子光学,仪器科学与光电工程学院,必修,核心通识类,1.0,宋凝芳+宋凝芳+金  靖+徐小斌
B2F171420,另眼看世界--光谱成像漫谈,仪器科学与光电工程学院,必修,核心通识类,1.0,袁  艳
B2F200110,法律与科技,法学院,必修,核心通识类,2.0,周学峰
B2F200120,知识产权法,法学院,必修,核心通识类,2.0,孙国瑞
B2F200250,刑法原理,法学院,选修,核心通识类,3.0,郑丽萍+王永茜
B2F260110,创意设计与生活,新媒体艺术与设计学院,必修,核心通识类,2.0,张  雪+宋泽惠+王  可+刘  恪+宋泽惠+王  可+刘  恪
B2F260140,电影与新媒体艺术,新媒体艺术与设计学院,必修,核心通识类,2.0,於  水+刘  恪+刘  恪+张  引
B2F260160,摄影艺术鉴赏与基础,新媒体艺术与设计学院,必修,核心通识类,1.0,谷久文+王  硕
B2F270140,纳米技术与人类生活,化学学院,必修,核心通识类,1.0,周  苇+朱  英+郑咏梅+吴俊涛+周  苇+刘  欢+王广胜+王  华
B2F270160,化学前沿导论,化学学院,限修,核心通识类,1.0,刘宇宙
B2F270170,魅力化学,化学学院,限修,核心通识类,1.0,高龙成
B2F280140,宗教与社会文化,马克思主义学院,必修,核心通识类,2.0,田  真
B2F280150,中国传统文化概论,马克思主义学院,必修,核心通识类,2.0,彭付芝
B2F290120,《诗经》选读,人文与社会科学高等研究院,必修,核心通识类,2.0,罗  旻
B2F290130,《孟子》研读,人文与社会科学高等研究院,必修,核心通识类,2.0,顾家宁
B2F290220,中国历史纲要,人文与社会科学高等研究院,必修,核心通识类,2.0,李  静
B2F290250,欧洲中世纪史,人文与社会科学高等研究院,必修,核心通识类,2.0,余成峰
B2F290260,意大利文艺复兴,人文与社会科学高等研究院,必修,核心通识类,2.0,陈  绮
B2F290270,现代社会的诞生,人文与社会科学高等研究院,必修,核心通识类,2.0,康子兴
B2F290330,传播学概论,人文与社会科学高等研究院,必修,核心通识类,2.0,陈  思
B2F300110,当代环境问题新生研讨课,空间与环境学院,必修,核心通识类,1.0,范文宏
B2F300160,空间科学前沿,空间与环境学院,必修,核心通识类,1.0,刘文龙
B2F300170,环境科学与工程前沿,空间与环境学院,必修,核心通识类,1.0,李  想
B2F300210,环境与可持续发展,空间与环境学院,必修,核心通识类,2.0,卢善富
B2F301110,空间科学新生研讨课,空间与环境学院,必修,核心通识类,1.0,吕浩宇+曹晋滨+符慧山+李柳元+刘文龙+於益群+刘  焱+张海青+吕浩宇
B2F320110,工程材料,工程训练中心,必修,核心通识类,2.0,孙  兼
B2F100110,医工交叉研究与技术创新方法,生物与医学工程学院,必修,核心通识类,1.0,樊瑜波
B2F100141,生物医学影像漫谈,生物与医学工程学院,必修,核心通识类,1.0,李德玉
B2F110330,名师研讨课 法律与社会,人文社会科学学院,必修,核心通识类,1.0,李亚梅
B2F110350,中国美术史,人文社会科学学院,必修,核心通识类,2.0,叶山岭
B2F200260,航空航天法,法学院,选修,核心通识类,2.0,刘  浩+FabioTronchetti
B2F241050,工业系统中的科学技术与实践三：现代工业系统的设计分析方法,中法工程师学院,必修,核心通识类,1.0,马纪明
B2F241060,工业系统中的科学技术与实践五：现代工业系统控制方法与实现,中法工程师学院,必修,核心通识类,1.0,马纪明
B2F270120,仿生材料化学,化学学院,必修,核心通识类,2.0,赵  勇+衡利苹
B2F020130,从智能手机谈起,电子信息工程学院,必修,核心通识类,1.0,张有光+林晓阳
B2F030260　,控制科学与电气工程学科前沿,自动化科学与电气工程学院,必修,核心通识类,1.5,富  立+刘  中+丁晓峰+李  阳+吕金虎
B2F050130,现代大学概论,航空科学与工程学院,必修,核心通识类,2.0,刘沛清+杨义川
B2F050140,能源概论,航空科学与工程学院,必修,核心通识类,2.0,邢玉明
B2F050260,氢能的奥秘,航空科学与工程学院,必修,核心通识类,1.0,徐伟强
B2F080140,经济学原理,经济管理学院,必修,核心通识类,2.0,韩立岩+朱  磊+赵尚梅+秦中峰
B2F130110,智能汽车设计与制作,交通科学与工程学院,必修,核心通识类,2.0,王  建+余贵珍
B2F130130,新生研讨课-建筑结构,交通科学与工程学院,必修,核心通识类,1.0,吴  超
B2F130140,汽车新技术新生研讨课,交通科学与工程学院,必修,核心通识类,1.0,林海英+刘献栋+徐向阳+孙凌玉+姬芬竹+许  骏+张  辉
B2F170130,视觉测量技术及应用,仪器科学与光电工程学院,必修,核心通识类,1.0,赵慧洁+李旭东+姜宏志
B2F171430,光电子技术基础,仪器科学与光电工程学院,必修,核心通识类,1.0,肖  文
B2F190120,物理先修课,物理科学与核能工程学院,必修,核心通识类,2.0,舒小林+金  硕
B2F190130,物理思想纵横,物理科学与核能工程学院,必修,核心通识类,1.0,周  顺
B2F200240,宪法原理,法学院,必修,核心通识类,3.0,杨登杰+王  锴+翟志勇
B2F210120,走进软件,软件学院,必修,核心通识类,1.5,张  莉+葛  宁+李祺+张  莉+葛  宁+李祺+路新喜+张  莉+葛  宁+李祺+邵兵+张  莉+杜孝平+葛  宁+李祺+张  莉+葛  宁+李祺+杨晴虹
B2F280180,哲学问题导论,马克思主义学院,必修,核心通识类,2.0,王  娜
B2F293490,媒介素养,人文与社会科学高等研究院,必修,核心通识类,2.0,陈  思
B2F300120,环境研讨课 ,空间与环境学院,必修,核心通识类,1.0,孙轶斐+夏  丹
B2F300150,环境科学与工程前沿,空间与环境学院,必修,核心通识类,1.0,朱天乐+梁大为+卢善富+李  想+汪群慧
B2F390110,网络空间安全导论,网络空间安全学院,必修,核心通识类,1.5,刘建伟+张宗洋
B2F390120,密码的奥秘,网络空间安全学院,必修,核心通识类,1.0,刘建伟+关振宇
B2F020520,导航定位技术前沿,电子信息工程学院,必修,核心通识类,1.0,秦红磊+路  辉+金  天+丛  丽
B2F050160,湍流起源,航空科学与工程学院,必修,核心通识类,1.0,王晋军
B2F050220,近代流体测试技术,航空科学与工程学院,必修,核心通识类,2.0,冯立好
B2F130170,智能交通导论,交通科学与工程学院,必修,核心通识类,2.0,王云鹏
B2F213110,互联网软件创新创意创业,软件学院,必修,核心通识类,1.5,王海泉
B2F020550,电子信息商业案例分析,电子信息工程学院,必修,核心通识类,2.0,张有光
B2F020540,走进存储器世界,电子信息工程学院,必修,核心通识类,1.0,康  旺
B2F030170,数学、控制与智能,自动化科学与电气工程学院,必修,核心通识类,1.0,郭  雷+张  霄+乔建忠
B2F030180,电气工程学科回顾与展望,自动化科学与电气工程学院,必修,核心通识类,1.0,郭  宏+武建文
B2F030190,云制造与工业4.0,自动化科学与电气工程学院,必修,核心通识类,1.0,张  霖+陶  飞+任  磊+赖李媛君
B2F030210,嵌入式系统与智能检测,自动化科学与电气工程学院,必修,核心通识类,1.0,肖  瑾
B2F030220,精确制导与精确制导武器,自动化科学与电气工程学院,必修,核心通识类,1.0,任  章
B2F030240,工业机器人控制实践,自动化科学与电气工程学院,必修,核心通识类,2.0,富  立+王玲玲
B2F040360,航空航天动力史话,能源与动力工程学院,必修,核心通识类,1.0,王  强
B2F070140,机械工程概论,机械工程及自动化学院,必修,核心通识类,1.0,宗光华
B2F070170,艺术与科学实验室,机械工程及自动化学院,必修,核心通识类,2.0,陈  路
B2F082210,商法,经济管理学院,必修,核心通识类,2.0,周建涛
B2F100131,进化、行为与生态,生物与医学工程学院,必修,核心通识类,1.0,陈建安
B2F110290,行政管理学,人文社会科学学院,必修,核心通识类,3.0,涂晓芳+任丙强+胡象明+杜治洲+任建明
B2F110310,政治经济学,人文社会科学学院,必修,核心通识类,2.0,隋学礼+沈映春
B2F110320,公民权利,人文社会科学学院,必修,核心通识类,2.0,李亚梅
B2F140210,从航天器在役健康管理起航：科研、工程技术与创新,可靠性与系统工程学院,必修,核心通识类,2.0,陶来发
B2F170530,创新思维、方法与实践,仪器科学与光电工程学院,限修,核心通识类,2.0,胡姝玲
B2F300190,环境污染与健康风险评估实践,空间与环境学院,必修,核心通识类,1.0,李晓敏+董兆敏
B1C24111A,基础法语（1）,中法工程师学院,必修,语言类,10.0,崔  敏+陈  威
B1C24121A,法语视听说（1）,中法工程师学院,必修,语言类,3.0,崔  敏+于  姗
B1C24131A,初级科技法语(1),中法工程师学院,必修,语言类,1.0,林立婷+陈威
B1C251191L,HSK三级,国际学院,选修,语言类,1.0,朱明媚
B1C123110,二外德语（3）,外国语学院,必修,语言类,2.0,梁  亮
B1C123120,二外法语（3）,外国语学院,必修,语言类,2.0,杨  榕
B1C123130,二外日语（3）,外国语学院,必修,语言类,2.0,吴向红
B1C251110L,基础科技汉语（1）,国际学院,必修,语言类,4.0,王婷婷+王晓梅
B1C251130L,基础汉语（1）,国际学院,必修,语言类,4.0,郭莉萍
B1C251140L,交际汉语,国际学院,必修,语言类,2.0,郭莉萍
B1C251151L,汉语（1）,国际学院,必修,语言类,4.0,魏扬秀
B1C251210L,中国概况,国际学院,必修,语言类,2.0,朱明媚
B1C251221L,中国概况,国际学院,必修,语言类,2.0,孙岩
B1C252111L,汉语（3）,国际学院,必修,语言类,4.0,魏扬秀
B1C123210,二外德语（4）,外国语学院,必修,语言类,2.0,梁  亮
B1C123220,二外法语（4）,外国语学院,必修,语言类,2.0,杨  榕
B1C123230,二外日语（4）,外国语学院,必修,语言类,2.0,吴向红
B3I062160,操作系统,计算机学院,必修,核心专业类,3.0,姜 博+王 雷+孙海龙+沃天宇+龙 翔
B3I062320,操作系统课程设计,计算机学院,必修,核心专业类,1.5,姜 博+王 雷+孙海龙+沃天宇+龙 翔
B3I061130,离散数学（2）,计算机学院,必修,核心专业类,3.5,杜博文+吕卫锋+邓 婷+李建欣
B3J062830,C++与C#程序设计,计算机学院,选修,一般专业类,2.0,盛 浩+刘 禹
B3J212820,Objective C 面向对象程序设计,软件学院,选修,一般专业类,1.0,李 祺
B3J062720,密码学基础,计算机学院,选修,一般专业类,3.0,郭 华+姚燕青
B3J062730,密码学课程实践,计算机学院,选修,一般专业类,1.0,郭 华
B3I062110,计算机组成,计算机学院,必修,核心专业类,4.0,高小鹏+杨建磊+肖利民+栾钟治+牛建伟+刘旭东
B3J062810,Java程序设计,计算机学院,选修,一般专业类,1.0,李 波
B3I062120,算法设计与分析,计算机学院,必修,核心专业类,2.0,许 可+韩 军+盛 浩
B1B022160,单片机基础,电子信息工程学院,必修,工程基础类,1.0,王 俊+张玉玺
B3I23241A,数据结构,高等理工学院,必修,核心专业类,3.0,李 波
B3J212810,HTML5开发技术,软件学院,选修,一般专业类,1.0,李 祺
B3I062610,职业规划与选择讲座,计算机学院,必修,核心专业类,0.5,刘 睿
